NOME,PONTUACAO,COMENTARIO,LOCAL,TIPO,TEMPO_ESPERA,BUSCA_ID,tempo_min_minutos,tempo_max_minutos,tempo_min,tempo_max,latitude,longitude,Bairro,bairro
Emporio do Edu,,,"Rua Nossa Senhora da Piedade, 11 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60110-492",,,cafeteria,,,,,-3.7397881,-38.5219141,Joaquim Távora,Joaquim Távora
Cafeteria deliciosa torta,,,"Av. Washington Soares, 747 - Edson Queiroz, Fortaleza - CE, 60811-440",,,cafeteria,,,,,-3.7608486,-38.4826996,Edson Queiroz,
The Coffee,4.8,59 comentários,"Av. Beira Mar, 840 - Praia de Iracema, Fortaleza - CE, 60060-610",Cafeteria,25 min a 1 h,cafeteria,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7202687,-38.5124036,Praia De Iracema,
Tapiocaria da Bena,4.8,71 comentários,"Rua Santo Antônio, 20 - Benfica, Fortaleza - CE, 60020-090",$,,cafeteria,,,,,-3.7433749,-38.537325,Benfica,
Caffee Lounge,3.6,13 comentários,"Av. Sgt. Hermínio Sampaio, 3100 - Pres. Kennedy, Fortaleza - CE, 60320-504",Cafeteria,,cafeteria,,,,,,,Pres. Kennedy,
Fettuccine's Massas & Café,5.0,3 comentários,"Rua Padre Luís Figueira, 10 - Aldeota, Fortaleza - CE, 60150-120",Cafeteria,,cafeteria,,,,,-3.732652,-38.5135992,Aldeota,
Empório Del Quartiere,4.5,428 comentários,"R. Jaime Pinheiro, 177 - Guararapes, Fortaleza - CE, 60810-250",$$,10 min a 1 h,cafeteria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Guararapes,
Café Entalpia - Bairro de Fátima (Cafeteria Temática),5.0,9 comentários,"Av. Aguanambi, 1280 - Loja 5 - Fátima, Fortaleza - CE, 60050-220",Cafeteria,,cafeteria,,,,,,,Fátima,
"Uritu Cafés Especiais: Cafés, Utensílios, Empório, Centro, Fortaleza",4.9,51 comentários,"Rua Dona Leopoldina, 396 - Centro, Fortaleza - CE, 60110-000",Atacadista de café,15 min a 1 h,cafeteria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7286276,-38.5189539,Centro,
Coffee cake,,,"Av. Aguanambi, 1447 - Fátima, Fortaleza - CE, 60055-401",,,cafeteria,,,,,,,Fátima,
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",4.6,584 comentários,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",$$$,"30 min a 1,5 h",cafeteria,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7302632,-38.5112711,Aldeota,
Shopping RioMar Fortaleza,4.7,52.357 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055","Shopping center em Fortaleza, Ceará",45 min a 3 h,cafeteria,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Papicu,
The Coffee,,,"Av. Washington Soares, 4352 - Loja 04 - Parque Manibura, Fortaleza - CE, 60821-750",,,cafeteria,,,,,,,Parque Manibura,
Valdemar,,,"R. Pedro Pereira - Centro, Fortaleza - CE, 60020-030",,,cafeteria,,,,,-3.7292272,-38.529923,Centro,
Café de Oyá,5.0,3 comentários,"R. Manuelito Moreira, 96 - Benfica, Fortaleza - CE, 60025-210",Bar,,cafeteria,,,,,-3.7347453,-38.5329547,Benfica,
Cafeteria Club Café Rituais - Aeroporto Internacional de Fortaleza,3.8,4 comentários,"Av. Senador Carlos Jereissati, 3000 - Serrinha, Fortaleza - CE, 60741-900",Cafeteria,,cafeteria,,,,,,,Serrinha,
"Matte & Cia, mate e cia, massas, cafes , caldos, DD Lanches",5.0,3 comentários,"R. Floriano Peixoto - Centro, Fortaleza - CE, 60025-130",Lanchonete,,cafeteria,,,,,-3.7295909,-38.527872,Centro,
Bacio di Latte - Shopping Iguatemi Fortaleza,4.5,180 comentários,"Av. Washington Soares, 85 - Edson Queiroz, Fortaleza - CE, 60811-341",$$$,15 min,cafeteria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,-3.7554302,-38.4887659,Edson Queiroz,
Fortaleza,,,"R. Cararú, 04 - Sabiaguaba, Fortaleza - CE, 60835-305",,,cafeteria,,,,,-3.8066489,-38.430118,Sabiaguaba,
Cafè Dos Reis,,,"Av. Washington Soares, 4294 - Edson Queiroz, Fortaleza - CE, 60810-350",,,cafeteria,,,,,,,Edson Queiroz,
Bellanches,4.4,45 comentários,"R. Castro e Silva, 780 - Centro, Fortaleza - CE, 60030-010",Café,,cafeteria,,,,,-3.7220855,-38.532342,Centro,
Tapiocariabia,,,"R. Pedro Pereira, 1592 - Centro, Fortaleza - CE, 60035-001",,,cafeteria,,,,,-3.7260525,-38.5391713,Centro,
Cookie Mania Bairro De Fátima,4.8,38 comentários,"Av. Deputado Oswaldo Studart, 40a - Fátima, Fortaleza - CE, 60411-260",Cafeteria,15-45 min,cafeteria,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Fátima,
Café do Bigode,4.8,4 comentários,"Av. Santos Dumont, 3130 - Aldeota, Fortaleza - CE, 60150-161",Loja,,cafeteria,,,,,-3.7373082,-38.4970664,Aldeota,
Cafeteria Club Café Santa Clara Reserva da Família - Aeroporto Internacional de Fortaleza,5.0,2 comentários,"Terminal, Av. Senador Carlos Jereissati, 3000 - Serrinha, Fortaleza - CE, 60741-900",Cafeteria,,cafeteria,,,,,,,Serrinha,
Café Viriato,4.4,49 comentários,"R. Osvaldo Cruz, 2828 - Dionísio Torres, Fortaleza - CE, 60125-151",Restaurante,"1-2,5 horas",cafeteria,,,,,-3.7491813,-38.5048475,Dionísio Torres,
Cafeteria Rituais - Club Café,5.0,Um comentário,"R. Des. Lauro Nogueira, 1500 Livraria Cultura RioMar Fortaleza (2° Piso - Papicu, Fortaleza - CE, 60175-055",Cafeteria,,cafeteria,,,,,,,Papicu,
Padaria Evandro Delicatessen,4.6,1.212 comentários,"R. Carlos Vasconcelos, 2169 - Aldeota, Fortaleza - CE, 60115-171",$,10-45 min,cafeteria,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7409178,-38.5133024,Aldeota,
Jardim Café,5.0,Um comentário,"R. Nogueira Acioli, 891 - Aldeota, Fortaleza - CE, 60110-140",Café,,cafeteria,,,,,,,Aldeota,
Cafe GGVP,,,"Av. Desembargador Moreira, 1800 - Aldeota, Fortaleza - CE, 60170-002",,,cafeteria,,,,,-3.7418014,-38.5004466,Aldeota,
Bless café & açaí,5.0,4 comentários,"R. Soriano Albuquerque, 62 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60040-470",Cafeteria,,cafeteria,,,,,,,Joaquim Távora,Joaquim Távora
Lanches,4.5,2 comentários,"R. da Assunção, 25 - Centro, Fortaleza - CE, 60050-010",Cafeteria,,cafeteria,,,,,-3.7304724,-38.5270719,Centro,
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",4.6,584 comentários,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",$$$,"30 min a 1,5 h",cafeteria,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7302632,-38.5112711,Aldeota,
Shopping RioMar Fortaleza,4.7,52.357 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055","Shopping center em Fortaleza, Ceará",45 min a 3 h,cafeteria,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Papicu,
Conveniência Vip Service,4.5,2 comentários,"R. Barão do Rio Branco, 1385 - Centro, Fortaleza - CE, 60025-061",Cafeteria,,cafeteria,,,,,-3.7305067,-38.5293109,Centro,
Santa Maria Gourmet,3.6,31 comentários,"Dentro do Hospital Otoclinica - Joaquim Távora (Fortaleza), Fortaleza - CE",Cafeteria,,cafeteria,,,,,,,Joaquim Távora,Joaquim Távora
Go Coffee - Dom Luis,4.1,14 comentários,"Av. Júlio Abreu, 120 - loja 5 - Meireles, Fortaleza - CE, 60160-240",Café,,cafeteria,,,,,,,Meireles,
Padaria Romana Delicatessen,4.3,3.000 comentários,"Av. Treze de Maio, 901 - Fátima, Fortaleza - CE, 60040-531",$$,25 min,cafeteria,25.0,25.0,0 days 00:25:00,0 days 00:25:00,-3.7509828,-38.5278569,Fátima,
Tony Machine,,,"Avenida Imperador, 1060 - Centro, Fortaleza - CE, 60015-050",,,cafeteria,,,,,-3.730397,-38.5357769,Centro,
Cafeteria Família Café,5.0,4 comentários,"R. Rosinha Sampaio, 1869 - Quintino Cunha, Fortaleza - CE, 60346-251",Cafeteria,,cafeteria,,,,,,,Quintino Cunha,
Bom Café Brasil,5.0,28 comentários,"R. da Assunção, 912 - José Bonifacio, Fortaleza - CE, 60420-430",Torrefação de café,,cafeteria,,,,,-3.7379676,-38.5300076,José Bonifacio,
Tapioca & Cia,3.4,5 comentários,"R. Gen. Clarindo de Queiroz, 1745 - Centro, Fortaleza - CE, 60015-221",Cafeteria,,cafeteria,,,,,-3.7300486,-38.5391596,Centro,
"Coffee, Love & Friends",,,"Somente Delivery - R. Máximo Linhares, 310 - Cidade dos Funcionários, Fortaleza - CE, 60822-482","Loja de cestas de presente em Fortaleza, Ceará",,cafeteria,,,,,,,Cidade Dos Funcionários,
Café Solar Fortaleza,4.8,20 comentários,"R. Leonardo Mota, 295 - Meireles, Fortaleza - CE, 60160-110",Cafeteria,,cafeteria,,,,,-3.7309589,-38.4944915,Meireles,
Madocinhos,5.0,3 comentários,"Rua Governador Sampaio - Centro, Fortaleza - CE, 60055-050",Lanchonete,,cafeteria,,,,,-3.7279138,-38.5242602,Centro,
Tortelê,,,"R. Des. Lauro Nogueira - Papicu, Fortaleza - CE, 60175-055",,,cafeteria,,,,,,,Papicu,
Le Pain Le Café Boulangerie,4.5,180 comentários,"R. Monsenhor Catão, 1430 - Aldeota, Fortaleza - CE, 60175-000",Cafeteria,,cafeteria,,,,,-3.7427174,-38.4918448,Aldeota,
Catarina Cafe,5.0,42 comentários,"Av. Eng. Santana Jr., 999 - Papicu, Fortaleza - CE, 60175-652",Cafeteria,,cafeteria,,,,,-3.7372461,-38.4817985,Papicu,
Panebox Gourmet (Fátima),4.3,1.192 comentários,"Rua Monsenhor Otávio de Castro, 582 - Fátima, Fortaleza - CE, 60050-150",$$,20 min,cafeteria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7476816,-38.5271002,Fátima,
Le Caféine,,,"Av Santos Dumont 3130 Quiosque 102, Piso 1, Fortaleza - CE, 60150-162",,,cafeteria,,,,,,,"Av Santos Dumont 3130 Quiosque 102, Piso 1",
Ponto do Guaraná e Cafeteria,5.0,3 comentários,"R. Barão de Aracati, 886 - Aldeota, Fortaleza - CE, 60115-081",Lanchonete,,cafeteria,,,,,-3.7324896,-38.5117912,Aldeota,
Moncloa Tea Boutique,4.8,20 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Loja de chás,,cafeteria,,,,,,,Papicu,
Sablé Diamant,4.6,1.073 comentários,"Rua Dr. José Lourenço, 1414 - Aldeota, Fortaleza - CE, 60115-280",$$$,,cafeteria,,,,,-3.7356069,-38.508274,Aldeota,
JN Bolos e Confeitaria,,,"Rua Solon Pinheiro, 180 - Centro, Fortaleza - CE, 60050-040",,,cafeteria,,,,,-3.732035,-38.5269011,Centro,
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",4.6,584 comentários,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",$$$,"30 min a 1,5 h",cafeteria,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7302632,-38.5112711,Aldeota,
Shopping RioMar Fortaleza,4.7,52.357 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055","Shopping center em Fortaleza, Ceará",45 min a 3 h,cafeteria,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Papicu,
Espaço Vida Saudável Fit Lounge Bem Fica,4.9,14 comentários,"R. da Assunção, 1189 - José Bonifacio, Fortaleza - CE, 60050-011",Casa de chá tradicional,,cafeteria,,,,,-3.7401246,-38.5303012,José Bonifacio,
Mais1 Café - Fortaleza,4.8,22 comentários,"R. Vicente Leite, 876 - Meireles, Fortaleza - CE, 60170-150",Cafeteria,,cafeteria,,,,,-3.7338463,-38.4944155,Meireles,
Pâine Croissanterie,4.3,20 comentários,"R. Des. Lauro Nogueira - Papicu, Fortaleza - CE, 60175-055",Patisserie,,cafeteria,,,,,,,Papicu,
Monstera Café Cultural,5.0,3 comentários,"Av. Pontes Vieira, 417 - Dionísio Torres, Fortaleza - CE, 60130-240",Café,,cafeteria,,,,,,,Dionísio Torres,
Café Passeio,4.5,1.044 comentários,"Passeio Público - R. Dr. João Moreira - Centro, Fortaleza - CE, 60030-000",$$,45 min a 2 h,cafeteria,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Centro,
Vibe café,3.7,7 comentários,"Rua Manuel Queirós, 511A - Cocó, Fortaleza - CE, 60192-220",Cafeteria,,cafeteria,,,,,-3.7476745,-38.4670795,Cocó,
Empório Brownie,4.4,22 comentários,"R. Carapinima, 2200 - Benfica, Fortaleza - CE, 60015-290",Padaria,,cafeteria,,,,,-3.7394308,-38.5404822,Benfica,
CAFE CARAMELLO FORTALEZA - DISTRIBUIDORA,5.0,Um comentário,"R. Tibúrcio Cavalcante, 1675 - Meireles, Fortaleza - CE, 60125-045",Café,,cafeteria,,,,,,,Meireles,
Cheirim Bão,,,"Av. Santos Dumont, 3131 - Aldeota, Fortaleza - CE, 60150-162",,,cafeteria,,,,,-3.736146,-38.4967986,Aldeota,
D’ellas Cafeteria,4.4,8 comentários,"Rua Torres Câmara, 181 - Aldeota, Fortaleza - CE, 60150-060",Café,,cafeteria,,,,,-3.7363088,-38.50489,Aldeota,
Empório do Cacau Brasil,5.0,7 comentários,"R. Sen. Pompeu, 2610 - loja 17 - José Bonifacio, Fortaleza - CE, 60025-001",Cafeteria,,cafeteria,,,,,,,José Bonifacio,
Café Santa Clara,,,"Av. Washington Soares, 85 - Loja 68 - Messejana, Fortaleza - CE, 60810-350",,,cafeteria,,,,,,,Messejana,
cafe dek porronda,,,"R. Barão do Rio Branco, 1006 - Centro, Fortaleza - CE, 60025-060",,,cafeteria,,,,,-3.7271898,-38.5286488,Centro,
Loja Ostara,5.0,Um comentário,"R. Castro e Silva, 401 - Centro, Fortaleza - CE, 60030-010",Sorveteria,,cafeteria,,,,,-3.7234607,-38.5289701,Centro,
Trino Café Montese | Sua cafeteria no Montese,4.8,221 comentários,"R. Edite Braga, 1310 - Montese, Fortaleza - CE, 60410-222",Café,,cafeteria,,,,,-3.7608676,-38.5479042,Montese,
Tortelê - Riomar Fortaleza,,,"Rua Desembargador Lauro Nogueira 1500, Piso L2 2052 - Papicu, Fortaleza - CE, 60175-055",Confeitaria,15 min,cafeteria,15.0,15.0,0 days 00:15:00,0 days 00:15:00,,,Papicu,
Café Aurora,5.0,Um comentário,"Alameda das Boas Noites, 333A - Cidade 2000, Fortaleza - CE, 60190-180",Café,,cafeteria,,,,,-3.7491892,-38.473151,Cidade 2000,
Vibe 085,4.6,172 comentários,"Rua Manuel Queirós, 511 - Cocó, Fortaleza - CE, 60192-220",$$,"2-4,5 horas",cafeteria,,,,,-3.7490524,-38.4672143,Cocó,
Launic caralem,,,"Av. das Graviolas, 1000 - Cidade 2000, Fortaleza - CE, 60190-560",,,cafeteria,,,,,-3.7518076,-38.4721134,Cidade 2000,
"Emporio, café, almoço.",,,"Av. Dioguinho, 4792-4800 - Vicente Pinzon, Fortaleza - CE, 60182-125",,,cafeteria,,,,,,,Vicente Pinzon,
"Coco Bambu Coffee Break: Cafés, Padaria, Restaurante, Drive Thru, Fortaleza CE",4.6,584 comentários,"R. Barão de Aracati, 1060 - Aldeota, Fortaleza - CE, 60115-081",$$$,"30 min a 1,5 h",cafeteria,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7302632,-38.5112711,Aldeota,
Shopping RioMar Fortaleza,4.7,52.357 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055","Shopping center em Fortaleza, Ceará",45 min a 3 h,cafeteria,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Papicu,
Cafe Marita FORTALEZA CE,5.0,2 comentários,"R. Alagoas, 1169 - Demócrito Rocha, Fortaleza - CE, 60440-150",Loja de produtos naturais,,cafeteria,,,,,-3.7610019,-38.5688094,Demócrito Rocha,
Bento Cafeteria e Rostisseria,5.0,5 comentários,"Rua Padre Valdevino, 1138 - Aldeota, Fortaleza - CE, 60135-040",Restaurante,,cafeteria,,,,,,,Aldeota,
Boutique do Café,4.3,26 comentários,"Av. Leste Oeste, 3569 - Cristo Redentor, Fortaleza - CE, 60010-450",Café,,cafeteria,,,,,,,Cristo Redentor,
ELO COZINHA AFETIVA,5.0,22 comentários,"Rua Torres Câmara, 100 - Aldeota, Fortaleza - CE, 60150-060",Cafeteria,,cafeteria,,,,,-3.7346566,-38.5103775,Aldeota,
Lindt,,,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",Chocolateria,10 min,cafeteria,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Papicu,
Livraria Lamarca,4.7,752 comentários,"Av. da Universidade, 2475 - Benfica, Fortaleza - CE, 60020-180",Livraria,,cafeteria,,,,,-3.7388949,-38.5369062,Benfica,
Fortaleza,,,"Vila Bachá, 15 - Meireles, Fortaleza - CE, 60160-050",,,cafeteria,,,,,-3.7269263,-38.5127401,Meireles,
Guanabara Pastelaria,4.7,505 comentários,"R. Major Facundo, 1003 - Centro, Fortaleza - CE, 60025-100",$,20 min,cafeteria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,,,Centro,
Bistrô da Silvestre,,,"Centro, Fortaleza - CE, 60055-080",,,cafeteria,,,,,-3.7281287,-38.527412,Centro,
LeCafé,,,"R. Gen. Clarindo de Queiroz, 1745 - Box 350 - Farias Brito, Fortaleza - CE, 60010-250",,,cafeteria,,,,,,,Farias Brito,
Candyman bolos e doces,5.0,6 comentários,"Alameda das Crisadálias - Cidade 2000, Fortaleza - CE, 60190-380",Confeitaria,,cafeteria,,,,,,,Cidade 2000,
Leão do Sul Pastelaria,4.2,454 comentários,"R. Pedro Borges, 193 - Centro, Fortaleza - CE, 60055-110",$$,20 min,cafeteria,20.0,20.0,0 days 00:20:00,0 days 00:20:00,-3.7283376,-38.5276355,Centro,
Café Com Óculos,4.0,8 comentários,"R. Ildefonso Albano, 1445 - Aldeota, Fortaleza - CE, 60115-000","Ótica em Fortaleza, Ceará",,cafeteria,,,,,-3.7334694,-38.5130763,Aldeota,
Rs Panificadora,4.6,9 comentários,"R. Paulo Mendes, 308 - Antonio Diogo, Fortaleza - CE, 60182-410",Padaria,,cafeteria,,,,,,,Antonio Diogo,
Mercantinho,4.8,4 comentários,"Av. Visconde do Rio Branco, 2412 - José Bonifacio, Fortaleza - CE, 60110-001",Supermercado,,cafeteria,,,,,-3.7421674,-38.5230369,José Bonifacio,
Brazilian Coffee,,,"R. Carapinima, 2200 - 139 - Benfica, Fortaleza - CE, 60015-329","Loja de departamento em Fortaleza, Ceará",,cafeteria,,,,,,,Benfica,
Cafe Caramello C.D.,5.0,2 comentários,"R. Tibúrcio Cavalcante - Fortaleza, CE, 60125-045",Café,,cafeteria,,,,,-3.7387113,-38.5034623,045,
Café Nordeste,4.0,4 comentários,"Rua Tigipió, 33 - Praia de Iracema, Fortaleza - CE, 60060-420",Café,,cafeteria,,,,,,,Praia De Iracema,
Indie Bistrô & Arte,4.5,110 comentários,"R. Marcondes Pereira, 43 - Joaquim Távora (Fortaleza), Fortaleza - CE, 60130-060",$$,,cafeteria,,,,,-3.746249,-38.5160525,Joaquim Távora,Joaquim Távora
Ôxximydog,5.0,4 comentários,"R. Raimundo Arruda, 64 - Parquelândia, Fortaleza - CE, 60450-500",Restaurante,,restaurante,,,,,-3.7339132,-38.5521407,Parquelândia,
Restaurante Mariano da Picanha,4.0,1.231 comentários,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,,restaurante,,,,,-3.7247532,-38.5040675,Meireles,
"Camarada Camarão: Camarões, Peixes, Happy Hour, Restaurante, Fortaleza CE",4.5,867 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",$$$,5-45 min,restaurante,45.0,45.0,0 days 00:45:00,0 days 00:45:00,,,Papicu,
Cabaña Del Primo - Restaurante de Carnes em Fortaleza,4.6,823 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60176-065",$$$,"5 min a 1,5 h",restaurante,5.0,5.0,0 days 00:05:00,0 days 00:05:00,,,Papicu,
Divino Fogão - Riomar Fortaleza,4.2,667 comentários,"Rua Desembargador Lauro Nogueira, 1500 piso L3 sala coml 3030 - Papicu, Fortaleza - CE, 60176-065",$$,,restaurante,,,,,,,Papicu,
Hard Rock Cafe,4.7,5.290 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",$$$,"10 min a 1,5 h",restaurante,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Papicu,
Delicias da Iaiá,4.4,5 comentários,"Rua Dr. Ribamar Lobo, N° 20 - Papicu, Fortaleza - CE, 60176-145",Restaurante brasileiro,10-45 min,restaurante,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7448786,-38.4674477,Papicu,
Cocina 378,4.7,510 comentários,"R. Vilebaldo Aguiar, 378 - Cocó, Fortaleza - CE, 60192-010",$$$,"1-2,5 horas",restaurante,,,,,-3.7418699,-38.4846125,Cocó,
Quintal Restaurante,4.6,350 comentários,"Av. Desembargador Moreira, 533 - Meireles, Fortaleza - CE, 60170-000",$$$,"45 min a 1,5 h",restaurante,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7311255,-38.4964085,Meireles,
Cemoara Restaurante,4.4,54 comentários,"R. Joaquim Nabuco, 166 - Meireles, Fortaleza - CE, 60125-120",Restaurante de frutos do mar,,restaurante,,,,,,,Meireles,
Santa Grelha,4.7,1.799 comentários,"R. Tibúrcio Cavalcante, 790 - Meireles, Fortaleza - CE, 60125-100",$$$,"1-2,5 horas",restaurante,,,,,-3.7316501,-38.5012789,Meireles,
Cabaña Del Primo,4.7,1.313 comentários,"R. Maria Tomásia, 503 - Aldeota, Fortaleza - CE, 60170-001",$$$,"10 min a 1,5 h",restaurante,10.0,10.0,0 days 00:10:00,0 days 00:10:00,-3.7351457,-38.4977437,Aldeota,
Balcony Bistro,4.8,227 comentários,"R. Frederico Borges, 616 - Meireles, Fortaleza - CE, 60175-040",$$,,restaurante,,,,,-3.73515,-38.48933,Meireles,
Restaurante Mucuripe,4.6,189 comentários,"Av. Beira Mar, 3980 - Mucuripe, Fortaleza - CE, 60165-121",Restaurante de frutos do mar,1-3 horas,restaurante,,,,,-3.7238739,-38.4853987,Mucuripe,
Restaurante Marquês da Varjota,4.6,1.114 comentários,"R. Frederico Borges, 426 - Meireles, Fortaleza - CE, 60175-040",$$$,"1-2,5 horas",restaurante,,,,,-3.7333422,-38.489436,Meireles,
Restaurante 44,4.4,522 comentários,"R. Joaquim Nabuco, 1224 - Aldeota, Fortaleza - CE, 60125-055",$$,30 min a 1 h,restaurante,30.0,30.0,0 days 00:30:00,0 days 00:30:00,-3.7392378,-38.5025621,Aldeota,
"Butcher's 746: Steakhouse, Carnes Nobres, Churrasco, Delivery, Restaurante, Fortaleza CE",4.6,699 comentários,"R. Maria Tomásia, 746 - Aldeota, Fortaleza - CE, 60150-170",$$$,1-2 horas,restaurante,,,,,-3.7360203,-38.4955919,Aldeota,
Casa Beá Restaurante,4.3,82 comentários,"Av. Desembargador Moreira, 615 A - Meireles, Fortaleza - CE, 60170-055",Restaurante,,restaurante,,,,,-3.7315934,-38.4967335,Meireles,
Pipo Restaurante,4.6,1.367 comentários,"R. Manoel Lourenço dos Santos, 399 - São João do Tauape, Fortaleza - CE, 60135-450",$$$,,restaurante,,,,,-3.7490074,-38.4927543,São João Do Tauape,
Vasto Restaurante,4.8,374 comentários,"Av. Senador Virgílio Távora, 511 - Meireles, Fortaleza - CE, 60170-251",Restaurante,"2-3,5 horas",restaurante,,,,,-3.7324728,-38.4914237,Meireles,
Madero Steak House Riomar Fortaleza,4.5,2.374 comentários,"R. Des. Lauro Nogueira, 1500 - Papicu, Fortaleza - CE, 60175-055",$$$,10 min a 1 h,restaurante,10.0,10.0,0 days 00:10:00,0 days 00:10:00,,,Papicu,
Restaurante Lima 21 - Gastronomia Peruana,4.6,243 comentários,"Rua Silva Jatahy, 505 - Meireles, Fortaleza - CE, 60165-070",Restaurante peruano,,restaurante,,,,,-3.7280338,-38.4968517,Meireles,
Ôxximydog,5.0,4 comentários,"R. Raimundo Arruda, 64 - Parquelândia, Fortaleza - CE, 60450-500",Restaurante,,restaurante,,,,,-3.7339132,-38.5521407,Parquelândia,
Restaurante Mariano da Picanha,4.0,1.231 comentários,"Av. Monsenhor Tabosa, 1712 - Meireles, Fortaleza - CE, 60165-010",$$,,restaurante,,,,,-3.7247532,-38.5040675,Meireles,
Restaurante Mayú,4.9,186 comentários,"Senac Reference - Av. Desembargador Moreira, 1301 - 4º andar - Aldeota, Fortaleza - CE, 60170-001",Restaurante,"1,5-3 horas",restaurante,,,,,,,Aldeota,
ZOI Restaurante,4.6,772 comentários,"Av. Hermenegildo Sá Cavalcante, s/n - Edson Queiroz, Fortaleza - CE, 60811-905",Restaurante,,restaurante,,,,,,,Edson Queiroz,
Tilápia Restaurante,4.9,200 comentários,"R. Eliseu Uchôa Beco, 450 - Guararapes, Fortaleza - CE, 60810-270",Restaurante,"1-2,5 horas",restaurante,,,,,,,Guararapes,
Casa Fontana,4.5,111 comentários,"R. Bento Albuquerque, 1976 - Cocó, Fortaleza - CE, 60192-050",Restaurante,"1,5-3 horas",restaurante,,,,,-3.7475486,-38.47143,Cocó,
Moranga Bistrô,4.5,710 comentários,"R. Xavier de Castro, 100 - Praia de Iracema, Fortaleza - CE, 60060-660",$$$$,"1,5-2,5 horas",restaurante,,,,,-3.7217503,-38.5127188,Praia De Iracema,
Casa Nostra | Restaurante Italiano,4.6,1.203 comentários,"Av. Senador Virgílio Távora, 1800 - Dionísio Torres, Fortaleza - CE, 60170-251",$$,,restaurante,,,,,,,Dionísio Torres,
Moleskine Gastrobar,4.7,3.009 comentários,"Rua Professor Dias da Rocha, 578 - Meireles, Fortaleza - CE, 60170-310",$$$,,restaurante,,,,,-3.7345721,-38.4915319,Meireles,
Marcel Restaurante.,4.6,117 comentários,"Av. Historiador Raimundo Girão, 800 - Praia de Iracema, Fortaleza - CE, 60165-050",Restaurante francês,,restaurante,,,,,,,Praia De Iracema,
Sabor de Mar,4.2,148 comentários,"Av. Desembargador Moreira, 256 - Meireles, Fortaleza - CE, 60170-000",$$,"45 min a 2,5 h",restaurante,45.0,45.0,0 days 00:45:00,0 days 00:45:00,-3.7294305,-38.4964563,Meireles,
Dom Antunes Steakhouse: Restaurante de Carnes Nobres Aldeota Fortaleza,4.4,1.396 comentários,"Rua Frei Mansueto, 1560 - Aldeota, Fortaleza - CE, 60175-082",$$,,restaurante,,,,,-3.7379703,-38.4887583,Aldeota,
Riô - drinks & comida,4.9,11 comentários,"Rua Frei Mansueto, 662 - Meireles, Fortaleza - CE, 60175-070",Restaurante brasileiro,,restaurante,,,,,,,Meireles,
